,Star,Paper,Identifier,T_eff,T_eff_err,logg,logg_err,atmosphere,mass,mass_err,RA,Dec,Gaia_designation,parallax,parallax_err,mixing_zone_mass,mag_field,mag_field_err,infrared_excess,gas_emission,binary,origin,comment,[H/H(e)],[H/H(e)]e,[He/H(e)],[He/H(e)]e,[Li/H(e)],[Li/H(e)]e,Acc_rate_Li_steady_state,Sinking_time_Li,mass_fraction_Li,[Be/H(e)],[Be/H(e)]e,Acc_rate_Be_steady_state,Sinking_time_Be,[C/H(e)],[C/H(e)]e,Acc_rate_C_steady_state,Sinking_time_C,mass_fraction_C,[N/H(e)],[N/H(e)]e,Acc_rate_N_steady_state,Sinking_time_N,mass_fraction_N,[O/H(e)],[O/H(e)]e,Acc_rate_O_steady_state,Acc_rate_O_increasing,Acc_rate_O_decreasing,Sinking_time_O,mass_fraction_O,[Na/H(e)],[Na/H(e)]e,Acc_rate_Na_steady_state,Acc_rate_Na_increasing,Acc_rate_Na_decreasing,Sinking_time_Na,mass_fraction_Na,[Mg/H(e)],[Mg/H(e)]e,Acc_rate_Mg_steady_state,Acc_rate_Mg_increasing,Acc_rate_Mg_decreasing,Sinking_time_Mg,mass_fraction_Mg,[Al/H(e)],[Al/H(e)]e,Acc_rate_Al_steady_state,Acc_rate_Al_increasing,Acc_rate_Al_decreasing,Sinking_time_Al,mass_fraction_Al,[Si/H(e)],[Si/H(e)]e,Acc_rate_Si_steady_state,Acc_rate_Si_increasing,Acc_rate_Si_decreasing,Sinking_time_Si,mass_fraction_Si,[P/H(e)],[P/H(e)]e,Acc_rate_P_steady_state,Sinking_time_P,mass_fraction_P,[S/H(e)],[S/H(e)]e,Acc_rate_S_steady_state,Sinking_time_S,mass_fraction_S,[Cl/H(e)],[Cl/H(e)]e,Acc_rate_Cl_steady_state,Sinking_time_Cl,mass_fraction_Cl,[Ar/H(e)],[Ar/H(e)]e,[K/H(e)],[K/H(e)]e,Acc_rate_K_steady_state,Sinking_time_K,[Ca/H(e)],[Ca/H(e)]e,Acc_rate_Ca_steady_state,Acc_rate_Ca_increasing,Acc_rate_Ca_decreasing,Sinking_time_Ca,mass_fraction_Ca,[Sc/H(e)],[Sc/H(e)]e,Acc_rate_Sc_steady_state,Sinking_time_Sc,mass_fraction_Sc,[Ti/H(e)],[Ti/H(e)]e,Acc_rate_Ti_steady_state,Acc_rate_Ti_increasing,Acc_rate_Ti_decreasing,Sinking_time_Ti,mass_fraction_Ti,[V/H(e)],[V/H(e)]e,Acc_rate_V_steady_state,Sinking_time_V,mass_fraction_V,[Cr/H(e)],[Cr/H(e)]e,Acc_rate_Cr_steady_state,Acc_rate_Cr_increasing,Acc_rate_Cr_decreasing,Sinking_time_Cr,mass_fraction_Cr,[Mn/H(e)],[Mn/H(e)]e,Acc_rate_Mn_steady_state,Acc_rate_Mn_increasing,Acc_rate_Mn_decreasing,Sinking_time_Mn,mass_fraction_Mn,[Fe/H(e)],[Fe/H(e)]e,Acc_rate_Fe_steady_state,Acc_rate_Fe_increasing,Acc_rate_Fe_decreasing,Sinking_time_Fe,mass_fraction_Fe,[Co/H(e)],[Co/H(e)]e,Acc_rate_Co_steady_state,Sinking_time_Co,mass_fraction_Co,[Ni/H(e)],[Ni/H(e)]e,Acc_rate_Ni_steady_state,Acc_rate_Ni_increasing,Acc_rate_Ni_decreasing,Sinking_time_Ni,mass_fraction_Ni,[Cu/H(e)],[Cu/H(e)]e,Acc_rate_Cu_steady_state,Sinking_time_Cu,mass_fraction_Cu,[Zn/H(e)],[Zn/H(e)]e,Acc_rate_Zn_steady_state,Sinking_time_Zn,[Ga/H(e)],[Ga/H(e)]e,Acc_rate_Ga_steady_state,Sinking_time_Ga,mass_fraction_Ga,[Ge/H(e)],[Ge/H(e)]e,Acc_rate_Ge_steady_state,Sinking_time_Ge,mass_fraction_Ge,[As/H(e)],[As/H(e)]e,[Se/H(e)],[Se/H(e)]e,[Sr/H(e)],[Sr/H(e)]e,Acc_rate_Sr_steady_state,Sinking_time_Sr,mass_fraction_Sr,[Sn/H(e)],[Sn/H(e)]e,[I/H(e)],[I/H(e)]e,[Ba/H(e)],[Ba/H(e)]e,Acc_rate_Total_steady_state,Acc_rate_Total_increasing,Acc_rate_Total_decreasing
2986,SDSSJ012620.48+253433.6,Blouin 2020,SDSSJ012620.48+253433.6 Blouin 2020,5588,8.456,0.87,He,Gaia DR3 295286835620380032,21.5849857769161,25.5761338762778,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,-3,-9.5,-1,0.3,125,0.213,0.142,8.826461438,0.7706603,-8.3,-8.3,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987,SDSS J012620.47+253433.6,Hollands 2017,SDSS J012620.47+253433.6 Hollands 2017,5320,8,,He,Gaia DR3 295286835620380032,21.5849857769161,25.5761338762778,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,-9.95,,,120,,,8.826461438,0.7706603,-8.94,-8.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2988,SDSSJ013504.11+130240.4,Blouin 2020,SDSSJ013504.11+130240.4 Blouin 2020,6013,8.097,0.633,He,Gaia DR3 2586182156053386240,23.7671484848981,13.0445656263374,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,-3,-9.2,-1,0.1,79,0.065,0.04,10.08725398,0.28527057,-7.9,-8.1,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2989,SDSS J013504.11+130240.4,Hollands 2017,SDSS J013504.11+130240.4 Hollands 2017,5800,8,,He,Gaia DR3 2586182156053386240,23.7671484848981,13.0445656263374,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,-9.5,,,100,,,10.08725398,0.28527057,-8.7,-8.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,SDSSJ014300.52+011356.8,Blouin 2020,SDSSJ014300.52+011356.8 Blouin 2020,7229,8.178,0.687,He,Gaia DR3 2510420204262205312,25.7521835950007,1.232496330577,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,-3.9,-8.2,-1,0.1,86,0.086,0.055,7.04893708,0.30379078,-6.6,-7,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,SDSSJ014415.12+192021.4,Blouin 2020,SDSSJ014415.12+192021.4 Blouin 2020,6024,7.877,0.5,He,Gaia DR3 95450219315349376,26.063,19.33928,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,-3,-8.7,-1,0.2,206,0.424,0.265,5.19874838,0.98918355,-7.3,-7.6,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992,SDSS J014441.64+030536.2,Hollands 2017,SDSS J014441.64+030536.2 Hollands 2017,6950,8,,He,,26.1735,3.09339,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,-8.37,,,330,,,,,-7.21,-7.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993,SDSSJ014441.64+030536.2,Blouin 2020,SDSSJ014441.64+030536.2 Blouin 2020,6753,8,,He,,26.17351,3.09339,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,-3.2,-8.3,-1,0.3,320,,,,,-7.1,-7.2,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2994,SDSSJ014834.00-011235.9,Blouin 2020,SDSSJ014834.00-011235.9 Blouin 2020,6760,8,,He,Gaia DR3 2506055761575043456,27.14165,-1.20993,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,-3.9,-9,-1,0.2,204,,,1.263008348,1.3401695,-7.3,-7.9,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,SDSS J014834.00-011235.9,Hollands 2017,SDSS J014834.00-011235.9 Hollands 2017,6830,8,,He,Gaia DR3 2506055761575043456,27.14165,-1.20993,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,-8.82,,,210,,,1.263008348,1.3401695,-7.56,-7.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2996,HS 0146+1847,Koester 2005,HS 0146+1847 Koester 2005,11500,8,,He,Gaia DR3 95297185335797120,27.2366524572788,19.0409680425658,,https://ui.adsabs.harvard.edu/abs/2005A%26A...439..317K/abstract,-2.89,-8.7,0.3,0.2,300,,,21.0901,0.0407,-7.22,-7.7,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997,SDSSJ015008.55+135433.9,Blouin 2020,SDSSJ015008.55+135433.9 Blouin 2020,6953,8.262,0.741,He,Gaia DR3 2576012498130773376,27.5356471206993,13.9094404749169,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,-3.6,-7.7,-1,0.2,156,0.153,0.101,5.891430289,0.5414648,-6,-6.8,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2998,SDSS J015748.14+003315.0,Hollands 2017,SDSS J015748.14+003315.0 Hollands 2017,6110,8,,He,Gaia DR3 2507882875023059456,29.4506103534154,0.5542057204257,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,-8.2,,,140,,,9.018105171,0.37513277,-7.39,-7.69,,,3490000,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2999,SDSSJ015849.02-094225.3,Blouin 2020,SDSSJ015849.02-094225.3 Blouin 2020,6115,7.99,0.567,He,Gaia DR3 2462572103921051648,29.7041169638688,-9.7069985130959,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,-3,-9.9,-1,0.2,194,0.305,0.194,5.842030452,0.597766,-8.7,-8.8,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,SDSS J015849.02-094225.3,Hollands 2017,SDSS J015849.02-094225.3 Hollands 2017,5940,8,,He,Gaia DR3 2462572103921051648,29.7041169638688,-9.7069985130959,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,-9.52,,,170,,,5.842030452,0.597766,-8.61,-8.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3001,SDSSJ020128.66+201521.8,Blouin 2020,SDSSJ020128.66+201521.8 Blouin 2020,6250,8.091,0.63,He,Gaia DR3 94296969056387328,30.3692863546292,20.256110548759,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,-3.1,-9,-1,0.2,213,0.243,0.15,5.853681665,0.66805804,-7.3,-8,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002,SDSS J020128.66+201521.8,Hollands 2017,SDSS J020128.66+201521.8 Hollands 2017,6180,8,,He,Gaia DR3 94296969056387328,30.3692863546292,20.256110548759,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,-8.96,,,140,,,5.853681665,0.66805804,-7.65,-8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3003,SDSSJ020809.93-054258.3,Blouin 2020,SDSSJ020809.93-054258.3 Blouin 2020,6085,8,,He,Gaia DR3 2491075877719467520,32.04137,-5.71619,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,-3,-8.2,-1,0.3,216,,,,,-7.2,-7.1,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,SDSSJ023407.46-051028.1,Blouin 2020,SDSSJ023407.46-051028.1 Blouin 2020,6601,8,,He,Gaia DR3 2488960692225378432,38.53113,-5.17454,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,-3.6,-8.5,-1,0.2,186,,,,,-6.9,-7.3,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,SDSS J023407.46-051028.1,Hollands 2017,SDSS J023407.46-051028.1 Hollands 2017,7050,8,,He,Gaia DR3 2488960692225378432,38.53113,-5.17454,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,-8.27,,,340,,,,,-6.91,-7.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3006,SDSSJ025206.06-040130.3,Blouin 2020,SDSSJ025206.06-040130.3 Blouin 2020,6773,7.924,0.53,He,Gaia DR3 5185475919548087808,43.0250544517394,-4.0250803173708,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,-3.8,-8.9,-1,0.1,181,0.289,0.178,4.900832237,0.5096975,-6.8,-8,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3007,SDSSJ025253.20+005439.4,Blouin 2020,SDSSJ025253.20+005439.4 Blouin 2020,7478,8.031,0.596,He,Gaia DR3 2499087366116251392,43.2216627542415,0.9109458102893,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,-4.1,-8.5,-1,0.2,177,0.179,0.108,5.114934981,0.42880657,-7.1,-7.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,GD 40,Shipman & Greenstein 1983,GD 40 Shipman & Greenstein 1983,14000,8,,He,Gaia DR3 5187830356195791488,45.7212656174343,-1.1427218552573,,https://ui.adsabs.harvard.edu/abs/1983ApJ...266..761S/abstract,,-7.5,,0,,,,15.3618,0.0456,-7.2,-7.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disc,,infrared excess from Farihi 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3009,SDSSJ044751.21+112403.8,Blouin 2020,SDSSJ044751.21+112403.8 Blouin 2020,6966,7.858,0.492,He,Gaia DR3 3295565239861125888,71.9633687799444,11.4010917048208,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,-3.7,-9,-1,0.3,175,0.284,0.171,4.788496006,0.5430243,-7.3,-7.7,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,SDSS J044751.20+112403.7,Hollands 2017,SDSS J044751.20+112403.7 Hollands 2017,6530,8,,He,Gaia DR3 3295565239861125888,71.9633687799444,11.4010917048208,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,-2.5,-8.77,,,190,,,4.788496006,0.5430243,-7.26,-8.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,HE 0446-2531,Friedrich 2000,HE 0446-2531 Friedrich 2000,12600,7.77,,He,Gaia DR3 4881758307940843008,72.255841751722,-25.4434079251003,,https://ui.adsabs.harvard.edu/abs/2000A%26A...363.1040F/abstract,-3.15,-5.7,0.15,0.2,250,0.23,,11.0023,0.061,-5.7,-5.7,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accretion rate from Girven et al. 2012,,,,,,,,,,,,,,,,,,316227766016.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3012,SDSSJ072144.23+392843.3,Blouin 2020,SDSSJ072144.23+392843.3 Blouin 2020,6022,7.433,0.296,He,Gaia DR3 900110211917126400,110.434448277385,39.4787956435126,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,-3,-9.3,-1,0.2,179,0.468,0.218,4.418089834,0.6801368,-7.7,-8.4,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,SDSS J072144.23+392843.3,Hollands 2017,SDSS J072144.23+392843.3 Hollands 2017,6280,8,,He,Gaia DR3 900110211917126400,110.434448277385,39.4787956435126,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,-8.9,,,150,,,4.418089834,0.6801368,-7.79,-8.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014,SDSSJ073635.22+411828.2,Blouin 2020,SDSSJ073635.22+411828.2 Blouin 2020,5010,8.222,0.711,He,Gaia DR3 924478859922238720,114.14672729847,41.3079668123707,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,-3,-8.5,-1,0.3,138,0.081,0.054,12.64895143,0.42711237,-7.3,-7.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015,SDSSJ073953.46+311204.2,Blouin 2020,SDSSJ073953.46+311204.2 Blouin 2020,5221,8,,He,,114.97268,31.20096,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,-3,-9.2,-1,0.4,186,,,,,-7.9,-8,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,SDSS J073953.46+311204.2,Hollands 2017,SDSS J073953.46+311204.2 Hollands 2017,5080,8,,He,,114.97275,31.20117,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,-9.5,,,320,,,,,-8.29,-8.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,L 745-46A,Koester 1996,L 745-46A Koester 1996,,,,He,Gaia DR3 5717278911884258176,115.086619448363,-17.4136546854397,"wide, MS (M-dwarf), Gaia DR3 5717278911884264576",https://ui.adsabs.harvard.edu/abs/2000A%26A...357..587K/abstract,-3.2,-10.7,0,0,,,,109.334,0.0181,-9.3,-9.8,0,0,,,-9.4,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,SDSSJ074153.45+314620.4,Blouin 2020,SDSSJ074153.45+314620.4 Blouin 2020,5974,8.205,0.701,He,Gaia DR3 880328657704678016,115.472600784645,31.7723165179261,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,-3,-9,-1,0.2,154,0.224,0.145,6.421154729,0.64065576,-7.6,-7.5,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3019,SDSSJ074414.66+464912.5,Blouin 2020,SDSSJ074414.66+464912.5 Blouin 2020,4861,8.052,0.602,He,Gaia DR3 927618687178189056,116.061013345548,46.8201782765962,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,-3,-8.3,-1,0.1,142,0.041,0.026,18.24971535,0.20375173,-7.6,-7.6,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
